Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID,tipo
babouches,Mint,No,560,140,Green,Yellow,1x1,,Kicks,,All Year,No,1.0.0,Cute,comfy; vacation,No,For sale,ShoesSandalBaboush6,10114,okW9rusWLMPm4bcDz,SHOES
babouches,Red,No,560,140,Red,Yellow,1x1,,Kicks,,All Year,No,1.0.0,Cute,comfy; vacation,No,For sale,ShoesSandalBaboush7,10115,EZKKTpCAN4CEvJJwC,SHOES
ballet slippers,Pink,No,2200,550,Pink,Pink,1x1,,Kicks,,All Year,No,1.0.0,Elegant,fairy tale; sporty; theatrical; work,No,For sale,ShoesLowcutBallet0,5608,uABG45ozFPCwrBXuS,SHOES
ballet slippers,Mint,No,2200,550,Light blue,Light blue,1x1,,Kicks,,All Year,No,1.0.0,Elegant,fairy tale; sporty; theatrical; work,No,For sale,ShoesLowcutBallet1,10155,bE4c36LYqcRmkajHL,SHOES
ballet slippers,Blue,No,2200,550,Blue,Blue,1x1,,Kicks,,All Year,No,1.0.0,Elegant,fairy tale; sporty; theatrical; work,No,For sale,ShoesLowcutBallet2,10156,jJ565rnrzozyhRNYP,SHOES
ballet slippers,Purple,No,2200,550,Purple,Purple,1x1,,Kicks,,All Year,No,1.0.0,Elegant,fairy tale; sporty; theatrical; work,No,For sale,ShoesLowcutBallet3,10157,kuEQdTi7ZXLw5AZgR,SHOES
ballet slippers,Black,No,2200,550,Black,Black,1x1,,Kicks,,All Year,No,1.0.0,Elegant,fairy tale; sporty; theatrical; work,No,For sale,ShoesLowcutBallet4,10158,oQNLiop5Do6CH5eTu,SHOES
ballet slippers,White,No,2200,550,Beige,Beige,1x1,,Kicks,,All Year,No,1.0.0,Elegant,fairy tale; sporty; theatrical; work,No,For sale,ShoesLowcutBallet5,10159,cQt3ftJejYwuPrqWS,SHOES
ballet slippers,Yellow,No,2200,550,Yellow,Yellow,1x1,,Kicks,,All Year,No,1.0.0,Elegant,fairy tale; sporty; theatrical; work,No,For sale,ShoesLowcutBallet6,10160,Qv7eADgLwdsNuSBZZ,SHOES
ballet slippers,Red,No,2200,550,Orange,Orange,1x1,,Kicks,,All Year,No,1.0.0,Elegant,fairy tale; sporty; theatrical; work,No,For sale,ShoesLowcutBallet7,10161,CpLSLkvz3Jo982p6e,SHOES
basketball shoes,Red,No,1500,375,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,No,For sale,ShoesHighcutBasket0,5638,7xRWZmoxAaCxRYMuJ,SHOES
basketball shoes,Green,No,1500,375,Green,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,No,For sale,ShoesHighcutBasket1,10060,uRRCWDgRkrABjPdyg,SHOES
basketball shoes,Beige,No,1500,375,Beige,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,No,For sale,ShoesHighcutBasket2,10061,9qivZWfCZucqweqBJ,SHOES
basketball shoes,Orange,No,1500,375,Yellow,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,No,For sale,ShoesHighcutBasket3,10062,McTum2E4XpJfhavsX,SHOES
basketball shoes,Blue,No,1500,375,Blue,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,sporty; work,No,For sale,ShoesHighcutBasket4,10063,rixr4TkNPxrXrRRcw,SHOES
basketball shoes,Purple,No,1500,375,Purple,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,No,For sale,ShoesHighcutBasket5,10064,ryZhP2vjw4vQNiPMx,SHOES
basketball shoes,Light blue,No,1500,375,Light blue,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,No,For sale,ShoesHighcutBasket6,10065,JhY975aRNditFYyhm,SHOES
basketball shoes,Pink,No,1500,375,Pink,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; work,No,For sale,ShoesHighcutBasket7,10066,a7uqKcknGcWHoD43C,SHOES
beaded sandals,Orange,No,1800,450,Orange,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Gorgeous,everyday; comfy; vacation,No,For sale,ShoesSandalBeads0,5478,otoeZ6wQmT38HECcy,SHOES
beaded sandals,Purple,No,1800,450,Purple,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Yes,1.0.0,Gorgeous,everyday; comfy; vacation,No,For sale,ShoesSandalBeads1,10137,kCEzmje6LKzAuHemd,SHOES
beaded sandals,Yellow,No,1800,450,Yellow,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Gorgeous,everyday; comfy; vacation,No,For sale,ShoesSandalBeads2,10138,pwpLSaDGk58SSvJYe,SHOES
beaded sandals,Red,No,1800,450,Red,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Gorgeous,everyday; comfy; vacation,No,For sale,ShoesSandalBeads3,10139,ukMZbdaNwYXQgdzEJ,SHOES
beaded sandals,Green,No,1800,450,Green,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Gorgeous,everyday; comfy; vacation,No,For sale,ShoesSandalBeads4,10140,Bjzm2LFHF6cwXKbfu,SHOES
beaded sandals,Beige,No,1800,450,Beige,Colorful,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Gorgeous,everyday; comfy; vacation,No,For sale,ShoesSandalBeads5,10141,veLWy2EQQ49fq6F7p,SHOES
boots,Green,No,560,140,Green,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,outdoorsy; work,No,For sale,ShoesKneeRubberboots0,5479,nvyQe4J4JosazJ46S,SHOES
boots,Black,No,560,140,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,outdoorsy; work,No,For sale,ShoesKneeRubberboots1,11685,ffPXk8bFosbBzhxRo,SHOES
boots,Blue,No,560,140,Blue,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,outdoorsy; work,No,For sale,ShoesKneeRubberboots2,11686,Hvinu73hgLPsmDkcM,SHOES
boots,Red,No,560,140,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,outdoorsy; work,No,For sale,ShoesKneeRubberboots3,11687,MkX86RRKQ9GkwfGaL,SHOES
boots,Olive,No,560,140,Yellow,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,outdoorsy; work,No,For sale,ShoesKneeRubberboots4,11688,NGSrsWRHfAtBKqPYz,SHOES
business shoes,Black,No,1300,325,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,formal; work,No,For sale,ShoesLowcutBusiness0,4730,JxbjRNkGXgodBD8P7,SHOES
business shoes,Brown,No,1300,325,Brown,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,formal; work,No,For sale,ShoesLowcutBusiness1,11455,sja7tXF4cPCa5hsrH,SHOES
cleats,Blue,No,1200,300,Blue,Gray,1x1,,Kicks,,All Year,No,1.0.0,Active,sporty; work,No,For sale,ShoesLowcutSpike0,5654,ozSLcS5AH7EbyuvKf,SHOES
cleats,Light blue,No,1200,300,Light blue,Gray,1x1,,Kicks,,All Year,No,1.0.0,Active,sporty; work,No,For sale,ShoesLowcutSpike1,10245,6kQs9rKWn47gLLs2M,SHOES
cleats,Red,No,1200,300,Red,Gray,1x1,,Kicks,,All Year,No,1.0.0,Active,sporty; work,No,For sale,ShoesLowcutSpike2,10246,NGWNC246yBWm3snJE,SHOES
cleats,Yellow,No,1200,300,Yellow,Gray,1x1,,Kicks,,All Year,No,1.0.0,Active,sporty; work,No,For sale,ShoesLowcutSpike3,10247,WkkwqXv9oS59HJzzT,SHOES
cleats,Black,No,1200,300,Black,Gray,1x1,,Kicks,,All Year,No,1.0.0,Active,sporty; work,No,For sale,ShoesLowcutSpike4,10248,Pr3hHw8YguTL57DwF,SHOES
cleats,Orange,No,1200,300,Orange,Gray,1x1,,Kicks,,All Year,No,1.0.0,Active,sporty; work,No,For sale,ShoesLowcutSpike5,10249,iiKeEbNN6S9tRZ3st,SHOES
cleats,Green,No,1200,300,Green,Gray,1x1,,Kicks,,All Year,No,1.0.0,Active,sporty; work,No,For sale,ShoesLowcutSpike6,10250,k2KmPiG39zPaP5aKE,SHOES
cleats,Purple,No,1200,300,Purple,Gray,1x1,,Kicks,,All Year,No,1.0.0,Active,sporty; work,No,For sale,ShoesLowcutSpike7,10251,QZLqNeTSRQishPzZX,SHOES
comfy sandals,Brown,No,1040,260,Brown,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,ShoesSandalComfort0,5619,bH8H3cpWoFegDZKg3,SHOES
comfy sandals,White,No,1040,260,White,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Yes,1.0.0,Simple,everyday; comfy; vacation,No,For sale,ShoesSandalComfort1,10700,7qmEHHQRDzoZwjzqi,SHOES
comfy sandals,Green,No,1040,260,Green,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,ShoesSandalComfort2,10701,XaesMFTS6T3GBL97H,SHOES
comfy sandals,Blue,No,1040,260,Blue,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,ShoesSandalComfort3,10702,BPWe3svCXCzdrtMEr,SHOES
comfy sandals,Red,No,1040,260,Red,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,ShoesSandalComfort4,10703,MQ7rNNpQR9ExjjDeW,SHOES
comfy sandals,Orange,No,1040,260,Orange,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,ShoesSandalComfort5,10704,s4PZf4H5PuJR9XNbk,SHOES
comfy sandals,Yellow,No,1040,260,Yellow,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,ShoesSandalComfort6,10705,t4MnDYkWR9uExZncz,SHOES
comfy sandals,Purple,No,1040,260,Purple,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,ShoesSandalComfort7,10706,zwbeCzpknc63Fptcv,SHOES
cowboy boots,Brown,No,2380,595,Brown,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Elegant,outdoorsy; theatrical; work,No,For sale,ShoesKneeWestern0,5643,T59MhhiGhjcnsGnFu,SHOES
cowboy boots,Black,No,2380,595,Black,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Elegant,outdoorsy; theatrical; work,No,For sale,ShoesKneeWestern1,11253,qzEjaaYJH93BC2Hh9,SHOES
cowboy boots,Ivory,No,2380,595,White,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,outdoorsy; theatrical; work,No,For sale,ShoesKneeWestern2,11254,xv62ZghErnQR8Q73m,SHOES
cowboy boots,Pink,No,2380,595,Pink,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,outdoorsy; theatrical; work,No,For sale,ShoesKneeWestern3,11255,KgdfPqZxZYhrp4C2x,SHOES
cowboy boots,Blue,No,2380,595,Light blue,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,outdoorsy; theatrical; work,No,For sale,ShoesKneeWestern4,11256,KDAEKS4qY5fpDgQuu,SHOES
cross-belt sandals,Green,No,1040,260,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Elegant,everyday; vacation,No,For sale,ShoesSandalCrossbelt0,4725,S8PsLoFCGMqX3F6fZ,SHOES
cross-belt sandals,Pink,No,1040,260,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Elegant,everyday; vacation,No,For sale,ShoesSandalCrossbelt1,10121,wmAKDzzYnjbLzxhJ3,SHOES
cross-belt sandals,Gray,No,1040,260,Gray,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,Yes,1.0.0,Elegant,everyday; vacation,No,For sale,ShoesSandalCrossbelt2,10122,qAwap9h6YjWohE39n,SHOES
cross-belt sandals,Brown,No,1040,260,Brown,Brown,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Elegant,everyday; vacation,No,For sale,ShoesSandalCrossbelt3,10123,eNkiMc8xbma2Ymdzx,SHOES
cross-belt sandals,Black,No,1040,260,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Elegant,everyday; vacation,No,For sale,ShoesSandalCrossbelt4,10124,H8DTJawEDSPC8jf99,SHOES
cross-belt sandals,Purple,No,1040,260,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Elegant,everyday; vacation,No,For sale,ShoesSandalCrossbelt5,10125,PCPv5Mv6SGFnjg8ux,SHOES
cute sneakers,Light blue,No,1260,315,Light blue,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Cute,everyday; fairy tale,No,For sale,ShoesHighcutCute0,5803,WdawbJs9jXzQsuFhx,SHOES
cute sneakers,Green,No,1260,315,Green,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Cute,everyday; fairy tale,No,For sale,ShoesHighcutCute1,10266,QyYoExD4R6xgzhzw3,SHOES
cute sneakers,Pink,No,1260,315,Pink,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Cute,everyday; fairy tale,No,For sale,ShoesHighcutCute2,10267,9tQTbbf9bPTKu7qWz,SHOES
cute sneakers,Yellow,No,1260,315,Yellow,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday; fairy tale,No,For sale,ShoesHighcutCute3,10268,Egxvg95EdXYikxzfF,SHOES
cute sneakers,Purple,No,1260,315,Purple,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday; fairy tale,No,For sale,ShoesHighcutCute4,10269,w8pFobgTR68viQLPy,SHOES
cute sneakers,Blue,No,1260,315,Blue,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday; fairy tale,No,For sale,ShoesHighcutCute5,10270,f2oLT3HRXWPPEmpTu,SHOES
DAL slippers,Blue,No,4040,1010,Blue,Blue,1x1,,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,All Year,No,1.0.0,Simple,comfy; vacation,No,Not for sale,AccessoryGlassSlippers0,12130,gg8YSYsr2xNKYS9rd,SHOES
earth-egg shoes,,Yes,NFS,800,Red,Yellow,1x1,,Crafting,,All Year,No,1.1.0a,Active,fairy tale; party; theatrical,No,Not for sale,ShoesLowcutEggground0,12455,PXnPHB4ZkaMwv3Y7s,SHOES
embroidered shoes,Red,No,2100,525,Red,Pink,1x1,,Kicks,,All Year,No,1.0.0,Elegant,everyday; formal,No,For sale,ShoesLowcutEmbroidery0,9847,GpHkK4Gy7yLYxbtcL,SHOES
embroidered shoes,White,No,2100,525,White,Pink,1x1,,Kicks,,All Year,No,1.0.0,Elegant,everyday; formal,No,For sale,ShoesLowcutEmbroidery1,11987,rzZXksuyaHbm4SMM9,SHOES
embroidered shoes,Black,No,2100,525,Black,Pink,1x1,,Kicks,,All Year,No,1.0.0,Elegant,everyday; formal,No,For sale,ShoesLowcutEmbroidery2,11988,2JD3QbctqaQhPpBAb,SHOES
embroidered shoes,Blue,No,2100,525,Light blue,Pink,1x1,,Kicks,,All Year,No,1.0.0,Elegant,everyday; formal,No,For sale,ShoesLowcutEmbroidery3,11989,SuLAcSivQvdYEXHJB,SHOES
faux-fur ankle booties,Olive,No,1450,362,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Elegant,everyday; fairy tale; formal; party; theatrical,No,For sale,ShoesHighcutFurboots0,5476,5FBywrCNgwAiqhXa7,SHOES
faux-fur ankle booties,Beige,No,1450,362,Beige,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Elegant,everyday; fairy tale; formal; party; theatrical,No,For sale,ShoesHighcutFurboots1,11682,KAt8hHZ3mDftYYiYt,SHOES
faux-fur ankle booties,Ruby red,No,1450,362,Red,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Elegant,everyday; fairy tale; formal; party; theatrical,No,For sale,ShoesHighcutFurboots2,11683,jdCjhSTkbKzX85LN2,SHOES
faux-fur ankle booties,Navy blue,No,1450,362,Blue,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Elegant,everyday; fairy tale; formal; party; theatrical,No,For sale,ShoesHighcutFurboots3,11684,Dzxt6pdX2LJWacn3H,SHOES
faux-shearling boots,Beige,No,1600,400,Beige,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,everyday; outdoorsy,No,For sale,ShoesHighcutMouton0,4721,z8A8CEX4Zoxos8ECz,SHOES
faux-shearling boots,Pink,No,1600,400,Pink,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Cute,everyday; outdoorsy,No,For sale,ShoesHighcutMouton1,11547,pbeHtooPfjRSuwhmY,SHOES
faux-shearling boots,Green,No,1600,400,Green,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Cute,everyday; outdoorsy,No,For sale,ShoesHighcutMouton2,11548,gyP9Azdy4b7iaCGoH,SHOES
faux-shearling boots,Black,No,1600,400,Black,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,everyday; outdoorsy,No,For sale,ShoesHighcutMouton3,11549,YksdBvaJ3k6ouj243,SHOES
faux-shearling boots,Gray,No,1600,400,Gray,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Cute,everyday; outdoorsy,No,For sale,ShoesHighcutMouton4,11550,GG7HfiPFNJvLwh5XC,SHOES
faux-suede sneakers,Green,No,1080,270,Green,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,ShoesLowcutSuede0,6893,8ci7eigwwimo5zHrm,SHOES
faux-suede sneakers,Navy blue,No,1080,270,Blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,ShoesLowcutSuede1,10074,gCcxqWq9CrrDemMzu,SHOES
faux-suede sneakers,Beige,No,1080,270,Beige,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,ShoesLowcutSuede2,10075,h7v8F5izpTkwhCo9X,SHOES
faux-suede sneakers,Orange,No,1080,270,Orange,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,ShoesLowcutSuede3,10076,442jYo3kkgtjrfNJw,SHOES
faux-suede sneakers,Pink,No,1080,270,Pink,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,ShoesLowcutSuede4,10077,oqSaR83bRDZiLnibc,SHOES
faux-suede sneakers,Light blue,No,1080,270,Light blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,ShoesLowcutSuede5,10078,2h5vwhQBfHf6Qmbzc,SHOES
faux-suede sneakers,Purple,No,1080,270,Purple,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,ShoesLowcutSuede6,10079,3gXbkXjifTka79wk5,SHOES
faux-suede sneakers,Berry red,No,1080,270,Red,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,ShoesLowcutSuede7,10080,PcsAkqLHgZo2yhwSH,SHOES
flip-flops,Blue,No,350,87,Blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; comfy; sporty; vacation,No,For sale,ShoesSandalBeachborder0,5470,b2pTnAJLeY3nCC85w,SHOES
flip-flops,Green,No,350,87,Green,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; comfy; sporty; vacation,No,For sale,ShoesSandalBeachborder1,6922,wjnPzGx8aWE7G6gce,SHOES
flip-flops,Yellow,No,350,87,Yellow,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; comfy; sporty; vacation,No,For sale,ShoesSandalBeachborder2,10169,SKNg35jGs9MaLTD77,SHOES
flip-flops,White,No,350,87,White,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; comfy; sporty; vacation,No,For sale,ShoesSandalBeachborder3,10735,43ihwwTdqsQFFdDra,SHOES
flip-flops,Orange,No,350,87,Orange,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; comfy; sporty; vacation,No,For sale,ShoesSandalBeachborder4,10736,A4KkCM8MYzSzgiLxm,SHOES
flip-flops,Light blue,No,350,87,Light blue,Orange,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; comfy; sporty; vacation,No,For sale,ShoesSandalBeachborder5,10737,YyhMNsS7x3fugPLzk,SHOES
flip-flops,Pink,No,350,87,Pink,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Yes,1.0.0,Active,outdoorsy; comfy; sporty; vacation,No,For sale,ShoesSandalBeachborder6,10738,KzSKyqg45TYFdmmq5,SHOES
flip-flops,Red,No,350,87,Red,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; comfy; sporty; vacation,No,For sale,ShoesSandalBeachborder7,10739,e49sttYMp9iQhn5JA,SHOES
flower sandals,Yellow,No,1200,300,Yellow,White,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Cute,fairy tale; outdoorsy; vacation,No,For sale,ShoesSandalFlower0,5475,iKjt4fpKTzWFNoWqv,SHOES
flower sandals,Pink,No,1200,300,Red,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Cute,fairy tale; outdoorsy; vacation,No,For sale,ShoesSandalFlower1,10126,CuM8H6yjAxM9hvKbB,SHOES
flower sandals,Green,No,1200,300,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Cute,fairy tale; outdoorsy; vacation,No,For sale,ShoesSandalFlower2,10127,MvQdXTd5fpze9DrcN,SHOES
flower sandals,Purple,No,1200,300,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Cute,fairy tale; outdoorsy; vacation,No,For sale,ShoesSandalFlower3,10128,vMQexjCj2Egq6S9Tm,SHOES
flower sandals,Blue,No,1200,300,Blue,Light blue,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Cute,fairy tale; outdoorsy; vacation,No,For sale,ShoesSandalFlower4,10129,iBZH8z7aReKctqLyG,SHOES
flower sandals,Black,No,1200,300,Black,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Cute,fairy tale; outdoorsy; vacation,No,For sale,ShoesSandalFlower5,10130,sZKDexuZQqMHvKNha,SHOES
