Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Type,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID,tipo
bottom-rimmed glasses,Green,No,1100,275,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; comfy; work,AccessoryEye,Yes,For sale,AccessoryGlassLoose2,11082,EtxJZDCgnqjWkETqK,ACCESORIOS
bottom-rimmed glasses,Blue,No,1100,275,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; comfy; work,AccessoryEye,Yes,For sale,AccessoryGlassLoose3,11083,LEbiXtkHoiEMEtjWK,ACCESORIOS
bottom-rimmed glasses,Yellow,No,1100,275,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,everyday; comfy; work,AccessoryEye,Yes,For sale,AccessoryGlassLoose4,11084,w7bEbAGSQTvur6D6f,ACCESORIOS
bottom-rimmed glasses,Pink,No,1100,275,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,everyday; comfy; work,AccessoryEye,Yes,For sale,AccessoryGlassLoose5,11085,zpzD4NjApEyazKyKt,ACCESORIOS
bottom-rimmed glasses,Black,No,1100,275,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; comfy; work,AccessoryEye,Yes,For sale,AccessoryGlassLoose6,11086,eT6KLntq43nCGFvB9,ACCESORIOS
browline glasses,Black,No,1040,260,Black,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,everyday; formal,AccessoryEye,Yes,For sale,AccessoryGlassThurmont0,4238,gHxascFKEJNrLCtD9,ACCESORIOS
browline glasses,Brown,No,1040,260,Brown,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,everyday; formal,AccessoryEye,Yes,For sale,AccessoryGlassThurmont1,11069,9iqmzMJiAeQMBN3pk,ACCESORIOS
browline glasses,Green,No,1040,260,Green,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal,AccessoryEye,Yes,For sale,AccessoryGlassThurmont2,11070,f6h8aqEufzizYBWiH,ACCESORIOS
browline glasses,Gray,No,1040,260,Gray,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal,AccessoryEye,Yes,For sale,AccessoryGlassThurmont3,11071,R9rDoMEzPcBw75hLE,ACCESORIOS
bubblegum,Pink,No,140,35,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy,AccessoryMouth,No,For sale,AccessoryMouthBubblegum0,5738,4SLmXuCkS4eBjPbLn,ACCESORIOS
bubblegum,Blue,No,140,35,Light blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy,AccessoryMouth,No,For sale,AccessoryMouthBubblegum1,11027,9wWYKTtMdo9pWqfsM,ACCESORIOS
bubblegum,Yellow,No,140,35,Yellow,Yellow,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,comfy,AccessoryMouth,No,For sale,AccessoryMouthBubblegum2,11028,79zoWzHvMBJYcwuAy,ACCESORIOS
bubblegum,Green,No,140,35,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy,AccessoryMouth,No,For sale,AccessoryMouthBubblegum3,11029,F3PoMop5MGyaxtKjZ,ACCESORIOS
bubblegum,White,No,140,35,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy,AccessoryMouth,No,For sale,AccessoryMouthBubblegum4,11030,r9N2a2TYhvXBKiihn,ACCESORIOS
bunny nose,Pink,No,560,140,Pink,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,No,For sale,AccessoryMouthRabbit0,4600,bxWYgcp2YKCdKe8Cr,ACCESORIOS
bunny nose,Yellow,No,560,140,Yellow,Orange,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,No,For sale,AccessoryMouthRabbit1,11023,y6Dp62aNQn5ixvkwf,ACCESORIOS
bunny nose,White,No,560,140,White,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,No,For sale,AccessoryMouthRabbit2,11024,ci8RKqDmqS5wD3W5k,ACCESORIOS
butterfly shades,Blue,No,1040,260,Black,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Cool,outdoorsy,AccessoryEye,Yes,For sale,AccessoryGlassButterfly0,4608,WjbaLp9JbBGYRrb6K,ACCESORIOS
butterfly shades,Red,No,1040,260,Red,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Cool,outdoorsy,AccessoryEye,Yes,For sale,AccessoryGlassButterfly1,11503,AZrrNvHghPTHobKL4,ACCESORIOS
butterfly shades,Brown,No,1040,260,Brown,Brown,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,outdoorsy,AccessoryEye,Yes,For sale,AccessoryGlassButterfly2,11504,rz3Pgs5XGNiQFa3t4,ACCESORIOS
candy-skull mask,Purple,No,NFS,800,White,Purple,1x1,,Gulliver,,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,AccessoryEyeMouthInvisibleNose,No,Not for sale,AccessoryGlassmouthCatrina0,5666,GT3LzQZKg29riohcP,ACCESORIOS
candy-skull mask,Orange,No,NFS,800,White,Orange,1x1,,Gulliver,,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,AccessoryEyeMouthInvisibleNose,No,Not for sale,AccessoryGlassmouthCatrina1,11169,xyQdqFuAkXkNs9qQ5,ACCESORIOS
candy-skull mask,Blue,No,NFS,800,White,Light blue,1x1,,Gulliver,,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,AccessoryEyeMouthInvisibleNose,No,Not for sale,AccessoryGlassmouthCatrina2,11170,fev4af8sNdggceyW9,ACCESORIOS
cat nose,White,No,560,140,White,Pink,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,No,For sale,AccessoryMouthCat0,4483,45Muns9ig4dqrsFF7,ACCESORIOS
cat nose,Brown,No,560,140,Brown,Beige,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,No,For sale,AccessoryMouthCat1,11021,CXDCEFzBdv8DwkCyM,ACCESORIOS
cat nose,Navy blue,No,560,140,Blue,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,No,For sale,AccessoryMouthCat2,11022,ywdWXRcwKJNMMxDyj,ACCESORIOS
cucumber pack,Green,No,490,122,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,comfy,AccessoryMouth,No,For sale,AccessoryMouthCucumber,4491,MhbCBrYX5fHxZWDuA,ACCESORIOS
curly mustache,Black,No,700,175,Colorful,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,fairy tale; formal; party,AccessoryMouthEarJaw,No,For sale,AccessoryMouthRollingmustacheBlack,4672,9tyCrNPeibcu5NLo8,ACCESORIOS
cyber shades,Red,No,1300,325,Red,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,party; theatrical,AccessoryEye,Yes,For sale,AccessoryGlassCyber0,4552,3YPuxxPLkzwwNQMQd,ACCESORIOS
cyber shades,Black,No,1300,325,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,party; theatrical,AccessoryEye,Yes,For sale,AccessoryGlassCyber1,11498,67BAc4y8aADafp9Xk,ACCESORIOS
cyber shades,Silver,No,1300,325,Gray,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,party; theatrical,AccessoryEye,Yes,For sale,AccessoryGlassCyber2,11499,AKakpCweRnd5hAsRB,ACCESORIOS
cyber shades,Purple,No,1300,325,Purple,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,party; theatrical,AccessoryEye,Yes,For sale,AccessoryGlassCyber3,11500,y2svNHScnr8cNZe86,ACCESORIOS
cyber shades,Green,No,1300,325,Green,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,party; theatrical,AccessoryEye,Yes,For sale,AccessoryGlassCyber4,11501,9izTCDGHSpqWrQp6T,ACCESORIOS
cyber shades,Yellow,No,1300,325,Yellow,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,party; theatrical,AccessoryEye,Yes,For sale,AccessoryGlassCyber5,11502,5pk9ZMDGsEzLqp24L,ACCESORIOS
DAL eye mask,Blue,No,NFS,1010,Blue,Blue,1x1,,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,All Year,No,1.0.0,Simple,comfy; vacation,AccessoryEye,Yes,Not for sale,AccessoryGlassDalmask0,12128,sbkqQrHpJWMEEZLSR,ACCESORIOS
DAL sunglasses,Yellow,No,NFS,1010,Yellow,Blue,1x1,,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,All Year,No,1.0.0,Gorgeous,comfy; vacation,AccessoryEye,Yes,Not for sale,AccessoryGlassDalglass0,12129,zRnkH9B3rYNMLpiTP,ACCESORIOS
doctor's mask,White,No,140,35,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; goth; comfy,AccessoryMouthEarJaw,No,For sale,AccessoryMouthMaskWhite,4451,vZDsrDRdgrbbiwi8N,ACCESORIOS
dog nose,White,No,560,140,White,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,No,For sale,AccessoryMouthDog0,5244,moGRcnkQihHbN89Kc,ACCESORIOS
dog nose,Beige,No,560,140,Orange,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,No,For sale,AccessoryMouthDog1,11025,zCQqXy8HLE7rDfrQf,ACCESORIOS
dog nose,Black,No,560,140,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,No,For sale,AccessoryMouthDog2,11026,9JGbmWtDA3rmjf8Kc,ACCESORIOS
double-bridge glasses,Gold,No,1100,275,Yellow,Yellow,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,comfy; vacation; work,AccessoryEye,Yes,For sale,AccessoryGlassDoublebridge0,4263,8QCnzjXY8KEyqf7Wa,ACCESORIOS
double-bridge glasses,Purple,No,1100,275,Purple,Purple,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Elegant,comfy; vacation; work,AccessoryEye,Yes,For sale,AccessoryGlassDoublebridge1,11076,guPGRuhMyqdWYKh8d,ACCESORIOS
double-bridge glasses,Silver,No,1100,275,Gray,Gray,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Elegant,comfy; vacation; work,AccessoryEye,Yes,For sale,AccessoryGlassDoublebridge2,11077,CLPEzZqr3vut85Ja4,ACCESORIOS
double-bridge glasses,Blue,No,1100,275,Blue,Blue,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,comfy; vacation; work,AccessoryEye,Yes,For sale,AccessoryGlassDoublebridge3,11078,fD5pteAQtC8CMhq2v,ACCESORIOS
drinking-straw glasses,Green,No,560,140,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,comfy; vacation; work,AcceEyeMouth,No,For sale,AccessoryGlassmouthStraw0,5773,hMiEGoaE2jYb6kY4e,ACCESORIOS
drinking-straw glasses,Blue,No,560,140,Light blue,Light blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,comfy; vacation; work,AcceEyeMouth,No,For sale,AccessoryGlassmouthStraw1,11010,DNij9RhiMW39MtKWF,ACCESORIOS
drinking-straw glasses,Pink,No,560,140,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,comfy; vacation; work,AcceEyeMouth,No,For sale,AccessoryGlassmouthStraw2,11011,b4G7SFYMTs5YWJ4i5,ACCESORIOS
drinking-straw glasses,White,No,560,140,White,White,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,comfy; vacation; work,AcceEyeMouth,No,For sale,AccessoryGlassmouthStraw3,11012,bQ67Xe7cQZ4PcXnNe,ACCESORIOS
eye mask,Blue,No,560,140,Blue,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy,AccessoryEye,Yes,For sale,AccessoryGlassMask0,4425,68oXMszxbRtGoe9tH,ACCESORIOS
eye mask,Pink,No,560,140,Pink,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy,AccessoryEye,Yes,For sale,AccessoryGlassMask1,11154,Ck7jeovxpJEQa9BXB,ACCESORIOS
eye mask,Gray,No,560,140,Gray,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy,AccessoryEye,Yes,For sale,AccessoryGlassMask2,11155,FFAmL82w7xmtQyj49,ACCESORIOS
eye mask,Green,No,560,140,Green,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy,AccessoryEye,Yes,For sale,AccessoryGlassMask3,11156,csWKsYtw2k9ADBQpT,ACCESORIOS
eye mask,Orange,No,560,140,Orange,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy,AccessoryEye,Yes,For sale,AccessoryGlassMask4,11157,Gy2FEnpkD9KrRshtd,ACCESORIOS
eye mask,Red,No,560,140,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy,AccessoryEye,Yes,For sale,AccessoryGlassMask5,11158,DN9e9e3kPAvftJL7X,ACCESORIOS
eye patch,Black,No,140,35,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth,AccessoryOneEye,Yes,For sale,AccessoryGlassPatchBlack,4457,iZoTNGb8htGE8JWEw,ACCESORIOS
facial mask,White,No,560,140,White,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,goth; comfy,AcceEyeMouth,No,For sale,AccessoryGlassmouthPackWhite,4512,KzBY9kLtwTHhHGzR3,ACCESORIOS
fake nose,Red,No,490,122,Red,Red,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,AcceEyeMouth,No,For sale,AccessoryGlassmouthNoseRed,4496,chP2wAyDtdSTS3XrF,ACCESORIOS
flower sunglasses,Red,No,770,192,Red,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,party; vacation,AccessoryEye,Yes,For sale,AccessoryGlassFlower0,5739,iJsQqLTdb4gcPwekJ,ACCESORIOS
flower sunglasses,Orange,No,770,192,Orange,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Cute,party; vacation,AccessoryEye,Yes,For sale,AccessoryGlassFlower1,11228,6TygyrRpgFEJRtYAD,ACCESORIOS
flower sunglasses,Blue,No,770,192,Blue,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,party; vacation,AccessoryEye,Yes,For sale,AccessoryGlassFlower2,11229,g4jdQJuTAwEgGWsyH,ACCESORIOS
flower sunglasses,Purple,No,770,192,Purple,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,party; vacation,AccessoryEye,Yes,For sale,AccessoryGlassFlower3,11230,hN8mRmSqAqfBBXqsK,ACCESORIOS
flower sunglasses,Green,No,770,192,Green,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Cute,party; vacation,AccessoryEye,Yes,For sale,AccessoryGlassFlower4,11231,vnNLfafLRpv9vrESq,ACCESORIOS
food mess,Pasta,No,490,122,Orange,Beige,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy,AccessoryMouth,No,For sale,AccessoryMouthPasta,5857,ErTpS7LHoG7hZ4bvn,ACCESORIOS
funny glasses,Brown,No,1100,275,Brown,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,AccessoryGlassEyes0,4513,nvgwq4bKZzDoiTQzw,ACCESORIOS
funny glasses,Pink,No,1100,275,Pink,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,AccessoryGlassEyes1,11008,4ASpkj55QiocnNkZ2,ACCESORIOS
funny glasses,Blue,No,1100,275,Light blue,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,AccessoryEye,Yes,For sale,AccessoryGlassEyes2,11009,dio9gmQCebNSjSX89,ACCESORIOS
gas mask,Black,No,1100,275,Black,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,goth; work,AcceEyeMouth,No,For sale,AccessoryGlassmouthGasmask0,4649,cuqWQPfsbkmXz5DuB,ACCESORIOS
gas mask,Avocado,No,1100,275,Green,Green,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,goth; work,AcceEyeMouth,No,For sale,AccessoryGlassmouthGasmask1,11160,9K9ea2sRHMsPmcX6d,ACCESORIOS
glass-bottle glasses,Black,No,1100,275,Black,Gray,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy; work,AccessoryEye,Yes,For sale,AccessoryGlassBottleBlack,4282,JFtffcGH7WnPnJKtc,ACCESORIOS
goatee,Black,No,980,245,Colorful,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Cool,everyday; comfy; theatrical,AccessoryMouthEarJaw,No,For sale,AccessoryMouthBeardChinBlack,4676,W5S7BC9qA4QMCQEFR,ACCESORIOS
goggles,Black,No,560,140,Black,Black,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,AccessoryGlassGoggles0,4454,3YkDq5TZm3jE8nBL9,ACCESORIOS
goggles,Blue,No,560,140,Blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,AccessoryGlassGoggles1,11484,gozwdhewwK4PmPGFQ,ACCESORIOS
goggles,Pink,No,560,140,Pink,Pink,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,AccessoryGlassGoggles2,11485,49s9b7jcrE8uaFEdR,ACCESORIOS
goggles,Green,No,560,140,Green,Green,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,AccessoryGlassGoggles3,11486,sDjZobRoupcETEKeH,ACCESORIOS
goggles,Purple,No,560,140,Purple,Purple,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,AccessoryGlassGoggles4,11487,kwS6ErrZHdDNXpmbR,ACCESORIOS
goggles,Red,No,560,140,Red,Red,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; sporty; vacation,AccessoryEye,Yes,For sale,AccessoryGlassGoggles5,11488,P8X4Rnuc6WjHTrbkz,ACCESORIOS
handlebar mustache,Black,No,1120,280,Colorful,Colorful,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Elegant,fairy tale; formal; theatrical,AccessoryMouth,No,For sale,AccessoryMouthBeardBlack,3550,HJfvmuhPDFMN8eRB2,ACCESORIOS
heart shades,Pink,No,1040,260,Pink,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Cute,party; vacation,AccessoryEye,Yes,For sale,AccessoryGlassHeart0,4237,ZkwfoAxXwqiJav677,ACCESORIOS
heart shades,Yellow,No,1040,260,Yellow,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,party; vacation,AccessoryEye,Yes,For sale,AccessoryGlassHeart1,11188,jvPC7gmEHvxxgmwfA,ACCESORIOS
heart shades,Blue,No,1040,260,Light blue,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,party; vacation,AccessoryEye,Yes,For sale,AccessoryGlassHeart2,11189,k2fF9yEC5S3XGsXhX,ACCESORIOS
heart shades,Purple,No,1040,260,Purple,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,party; vacation,AccessoryEye,Yes,For sale,AccessoryGlassHeart3,11190,3fs7r8mBn9EiGmMT7,ACCESORIOS
heart shades,Green,No,1040,260,Green,Blue,1x1,,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,party; vacation,AccessoryEye,Yes,For sale,AccessoryGlassHeart4,11191,CbiyKw9gGsMfYzA4g,ACCESORIOS
HMD,White,No,2000,500,White,Black,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,comfy,AccessoryEye,Yes,For sale,AccessoryGlassHmdWhite,5182,Hkcb2b5RCvgcXrHvc,ACCESORIOS
jester's mask,Black,No,1760,440,Black,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,No,For sale,AccessoryGlassmouthPierrot0,4678,5iGdajwpPAQ98B9eE,ACCESORIOS
jester's mask,Red,No,1760,440,Red,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,No,For sale,AccessoryGlassmouthPierrot1,11166,7HBtvdHttSMJiuA7W,ACCESORIOS
jester's mask,Green,No,1760,440,Green,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,No,For sale,AccessoryGlassmouthPierrot2,11167,LTCnc3SoDzsffayDr,ACCESORIOS
jester's mask,Blue,No,1760,440,Blue,White,1x1,,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth; party; theatrical; work,AccessoryEyeMouthInvisibleNose,No,For sale,AccessoryGlassmouthPierrot3,11168,Kpyk7xszcwxgdawqA,ACCESORIOS
Labelle sunglasses,Twilight,No,2000,500,Purple,Purple,1x1,,Labelle,,All Year,No,1.0.0,Gorgeous,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,AccessoryGlassKate0,9887,2B4ttG2NJS7ZKRimP,ACCESORIOS
Labelle sunglasses,Midnight,No,2000,500,Black,Black,1x1,,Labelle,,All Year,No,1.0.0,Gorgeous,everyday; formal; party; theatrical; vacation,AccessoryEye,Yes,For sale,AccessoryGlassKate1,11776,Pk4syNKBscFTBD2mP,ACCESORIOS
