Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID,tipo
angelfish model,,,,,No,No,No,,NFS,9000,Yellow,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,,,,,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishAngelfishToy,,6933,c68YashL9kXvfwLp4,MISCELLANEOUS
ant farm,,,,,No,No,No,,1400,350,Green,Brown,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,child's room,,,No,Special Insect,No,Does not play music,No lighting,For sale,FtrInsectAriFarm,,11866,nuqhnEuJinwzRrp2z,MISCELLANEOUS
ant model,,,,,No,No,No,,NFS,240,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,,,,,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectAriToy,,7053,pvyXsn72duZvP5csK,MISCELLANEOUS
anthurium plant,White,,,,No,No,No,,990,247,Red,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,No,Plants,No,Does not play music,No lighting,For sale,FtrPlantAnthurium_Remake_0_0,0_0,3949,BfZjDAavNeyem3bFX,MISCELLANEOUS
anthurium plant,Brown,,,,No,No,No,,990,247,Red,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,No,Plants,No,Does not play music,No lighting,For sale,FtrPlantAnthurium_Remake_1_0,1_0,3949,8r8yH5cDR9D94dWE2,MISCELLANEOUS
anthurium plant,Light blue,,,,No,No,No,,990,247,Red,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,No,Plants,No,Does not play music,No lighting,For sale,FtrPlantAnthurium_Remake_2_0,2_0,3949,9WXR8N8LWcLgcbuTq,MISCELLANEOUS
anthurium plant,Pink,,,,No,No,No,,990,247,Pink,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,No,Plants,No,Does not play music,No lighting,For sale,FtrPlantAnthurium_Remake_3_0,3_0,3949,eRvZ8pBJ2gMbQXTTC,MISCELLANEOUS
anthurium plant,Black,,,,No,No,No,,990,247,White,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,,,,No,Plants,No,Does not play music,No lighting,For sale,FtrPlantAnthurium_Remake_4_0,4_0,3949,X5WqEpcbqAunjxS4f,MISCELLANEOUS
arapaima model,,,,,No,No,No,,NFS,30000,Black,Black,2x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,,,,,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishPirarukuToy,,7006,mYrf2qXTygc8GphQC,MISCELLANEOUS
aroma pot,White,Variation,,,Yes,Yes,No,1.0,NFS,600,White,Light blue,1x1,Crafting,,1.0.0,living room,,,,Yes,Beauty,No,Does not play music,No lighting,Not for sale,FtrAlomapot_Remake_0_0,0_0,1753,6AqmYqJXkqoYTfJej,MISCELLANEOUS
aroma pot,Brown,Variation,,,Yes,Yes,No,1.0,NFS,600,Brown,Orange,1x1,Crafting,,1.0.0,living room,,,,Yes,Beauty,No,Does not play music,No lighting,Not for sale,FtrAlomapot_Remake_1_0,1_0,1753,kv6phyzaTZRerstP4,MISCELLANEOUS
aroma pot,Green,Variation,,,Yes,Yes,No,1.0,NFS,600,Green,Green,1x1,Crafting,,1.0.0,living room,,,,Yes,Beauty,No,Does not play music,No lighting,Not for sale,FtrAlomapot_Remake_2_0,2_0,1753,QQLoouuttf58T3ufJ,MISCELLANEOUS
aroma pot,Pink,Variation,,,Yes,Yes,No,1.0,NFS,600,Pink,Pink,1x1,Crafting,,1.0.0,living room,,,,Yes,Beauty,No,Does not play music,No lighting,Not for sale,FtrAlomapot_Remake_3_0,3_0,1753,tLn4NcyuPmuHXgKn8,MISCELLANEOUS
aroma pot,Cream,Variation,,,Yes,Yes,No,1.0,NFS,600,Beige,Green,1x1,Crafting,,1.0.0,living room,,,,Yes,Beauty,No,Does not play music,No lighting,Not for sale,FtrAlomapot_Remake_4_0,4_0,1753,5RFavNA2iBfAcQCK4,MISCELLANEOUS
aroma pot,Black,Variation,,,Yes,Yes,No,1.0,NFS,600,Black,Blue,1x1,Crafting,,1.0.0,living room,,,,Yes,Beauty,No,Does not play music,No lighting,Not for sale,FtrAlomapot_Remake_5_0,5_0,1753,YZgdtQSYDiw8TTXzJ,MISCELLANEOUS
arowana model,,,,,No,No,No,,NFS,30000,Yellow,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,,,,,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishArowanaToy,,6935,SeSQEP9r8f4ZH3ZgP,MISCELLANEOUS
Baby bear,Cream,,,Shirt,No,No,Yes,1.0,1800,450,Beige,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_0_0,0_0,1501,g2XmJfB8pFYwRq9F6,MISCELLANEOUS
Baby bear,Cream,,Heart,Shirt,No,No,Yes,1.0,1800,450,Beige,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_0_1,0_1,1501,SSKzzn4PKuGQwr2pL,MISCELLANEOUS
Baby bear,Cream,,Fish,Shirt,No,No,Yes,1.0,1800,450,Beige,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_0_2,0_2,1501,36HzWPnuJQGP8dQ3J,MISCELLANEOUS
Baby bear,Cream,,Star,Shirt,No,No,Yes,1.0,1800,450,Beige,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_0_3,0_3,1501,ejuF7sTa4N64k8AD9,MISCELLANEOUS
Baby bear,Caramel mocha,,,Shirt,No,No,Yes,1.0,1800,450,Beige,Beige,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_1_0,1_0,1501,pkRq4pGLsBgZJs6Zz,MISCELLANEOUS
Baby bear,Caramel mocha,,Heart,Shirt,No,No,Yes,1.0,1800,450,Beige,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_1_1,1_1,1501,vXLCKkgzYCK7KQjgp,MISCELLANEOUS
Baby bear,Caramel mocha,,Fish,Shirt,No,No,Yes,1.0,1800,450,Beige,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_1_2,1_2,1501,GvyMQSw6Y7dAssqLE,MISCELLANEOUS
Baby bear,Caramel mocha,,Star,Shirt,No,No,Yes,1.0,1800,450,Beige,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_1_3,1_3,1501,B85z59MD8h7M9Ctrk,MISCELLANEOUS
Baby bear,Choco,,,Shirt,No,No,Yes,1.0,1800,450,Brown,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_2_0,2_0,1501,2T9YQNT5fZytrqrwK,MISCELLANEOUS
Baby bear,Choco,,Heart,Shirt,No,No,Yes,1.0,1800,450,Brown,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_2_1,2_1,1501,CD9XqwhPSre2zzNjX,MISCELLANEOUS
Baby bear,Choco,,Fish,Shirt,No,No,Yes,1.0,1800,450,Brown,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_2_2,2_2,1501,ZKQ8SQtNRXhQ63ANr,MISCELLANEOUS
Baby bear,Choco,,Star,Shirt,No,No,Yes,1.0,1800,450,Brown,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_2_3,2_3,1501,muwwSKJHXGAeCmPEb,MISCELLANEOUS
Baby bear,Floral,,,Shirt,No,No,Yes,1.0,1800,450,Blue,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_3_0,3_0,1501,iC6uke9rdu6nFFZ9G,MISCELLANEOUS
Baby bear,Floral,,Heart,Shirt,No,No,Yes,1.0,1800,450,Blue,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_3_1,3_1,1501,JgZfkc4k6nyjwjv9Q,MISCELLANEOUS
Baby bear,Floral,,Fish,Shirt,No,No,Yes,1.0,1800,450,Blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_3_2,3_2,1501,hycjnzbvHSdCXcCSJ,MISCELLANEOUS
Baby bear,Floral,,Star,Shirt,No,No,Yes,1.0,1800,450,Blue,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_3_3,3_3,1501,mjwTqXDWN6TXNtLoR,MISCELLANEOUS
Baby bear,Checkered,,,Shirt,No,No,Yes,1.0,1800,450,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_4_0,4_0,1501,QJqqQh5tQR59LFLXP,MISCELLANEOUS
Baby bear,Checkered,,Heart,Shirt,No,No,Yes,1.0,1800,450,Yellow,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_4_1,4_1,1501,qBvYFruEFNxRRm4qF,MISCELLANEOUS
Baby bear,Checkered,,Fish,Shirt,No,No,Yes,1.0,1800,450,Yellow,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_4_2,4_2,1501,pfbzHggDW8rLZyySF,MISCELLANEOUS
Baby bear,Checkered,,Star,Shirt,No,No,Yes,1.0,1800,450,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_4_3,4_3,1501,5uqwwqA6dMAhQFpmm,MISCELLANEOUS
Baby bear,Tweed,,,Shirt,No,No,Yes,1.0,1800,450,Colorful,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_5_0,5_0,1501,nPchvcMPNmZ7eDKJJ,MISCELLANEOUS
Baby bear,Tweed,,Heart,Shirt,No,No,Yes,1.0,1800,450,Colorful,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_5_1,5_1,1501,mgSKedtr9Lk4NTaWL,MISCELLANEOUS
Baby bear,Tweed,,Fish,Shirt,No,No,Yes,1.0,1800,450,Colorful,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_5_2,5_2,1501,goji34uBiXDRhjkSv,MISCELLANEOUS
Baby bear,Tweed,,Star,Shirt,No,No,Yes,1.0,1800,450,Colorful,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,bear,No,Animal,No,Does not play music,No lighting,For sale,FtrBearS_Remake_5_3,5_3,1501,qjt78GA8vEf5xDW5W,MISCELLANEOUS
Baby panda,,,,,No,No,No,,1800,450,Green,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fancy,child's room,,panda,No,Animal,No,Does not play music,No lighting,For sale,FtrPandaS,,9698,TrjKcMrQXJf7NCbta,MISCELLANEOUS
bagworm model,,,,,No,No,No,,NFS,1800,Brown,Brown,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,,,,,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectMinomushiToy,,7082,xPShFD4zcZx389xxz,MISCELLANEOUS
ball,Basketball,,,,No,No,No,,520,130,Orange,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fitness,school,,,Yes,Sports,Yes,Does not play music,No lighting,For sale,FtrBall_Remake_0_0,0_0,2010,kWNLESb9BwdejFzCw,MISCELLANEOUS
ball,Soccer ball,,,,No,No,No,,520,130,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fitness,school,,,Yes,Sports,Yes,Does not play music,No lighting,For sale,FtrBall_Remake_1_0,1_0,2010,Tps4AsF9ZaDrhn2CN,MISCELLANEOUS
ball,Volleyball,,,,No,No,No,,520,130,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fitness,school,,,Yes,Sports,Yes,Does not play music,No lighting,For sale,FtrBall_Remake_2_0,2_0,2010,6Jr79mcuZsGGPJjK8,MISCELLANEOUS
ball,Dodgeball,,,,No,No,No,,520,130,Yellow,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,fitness,school,,,Yes,Sports,Yes,Does not play music,No lighting,For sale,FtrBall_Remake_3_0,3_0,2010,7FFD7gshDsb7mmB2X,MISCELLANEOUS
bamboo candleholder,Green bamboo,Bamboo,,,Yes,Yes,No,2.0,NFS,880,Green,Beige,1x1,Crafting,,1.0.0,zen-style,,bamboo,,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrBambooCandle_Remake_0_0,0_0,3554,WzyJkmGQKPRk7xyv9,MISCELLANEOUS
bamboo candleholder,Dried bamboo,Bamboo,,,Yes,Yes,No,2.0,NFS,880,Yellow,Beige,1x1,Crafting,,1.0.0,zen-style,,bamboo,,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrBambooCandle_Remake_1_0,1_0,3554,yNHBsocxFskBwynvR,MISCELLANEOUS
bamboo candleholder,Smoke-cured bamboo,Bamboo,,,Yes,Yes,No,2.0,NFS,880,Brown,Beige,1x1,Crafting,,1.0.0,zen-style,,bamboo,,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrBambooCandle_Remake_2_0,2_0,3554,7xMibNQTXMWZvPWGR,MISCELLANEOUS
bamboo drum,Green bamboo,Bamboo,,,Yes,Yes,No,1.0,NFS,720,Green,Pink,1x1,Crafting,,1.0.0,zen-style,,bamboo,,Yes,Musical Instrument,No,Does not play music,No lighting,Not for sale,FtrBamboodrum_Remake_0_0,0_0,4093,gg3aBipuGNFEeuyQb,MISCELLANEOUS
bamboo drum,Dried bamboo,Bamboo,,,Yes,Yes,No,1.0,NFS,720,Yellow,Orange,1x1,Crafting,,1.0.0,zen-style,,bamboo,,Yes,Musical Instrument,No,Does not play music,No lighting,Not for sale,FtrBamboodrum_Remake_1_0,1_0,4093,Pexz4E7q8zEQMgyK6,MISCELLANEOUS
bamboo drum,Smoke-cured bamboo,Bamboo,,,Yes,Yes,No,1.0,NFS,720,Brown,Light blue,1x1,Crafting,,1.0.0,zen-style,,bamboo,,Yes,Musical Instrument,No,Does not play music,No lighting,Not for sale,FtrBamboodrum_Remake_2_0,2_0,4093,XAEk7jqLzW3yD58sp,MISCELLANEOUS
bamboo lunch box,Green bamboo,Bamboo,,,Yes,Yes,No,1.0,NFS,640,Green,Colorful,1x1,Crafting,,1.0.0,zen-style,,bamboo,,No,Dining,No,Does not play music,No lighting,Not for sale,FtrBambooLunch_Remake_0_0,0_0,5978,XTFhsR3P4ybuZhc3d,MISCELLANEOUS
bamboo lunch box,Dried bamboo,Bamboo,,,Yes,Yes,No,1.0,NFS,640,Yellow,Colorful,1x1,Crafting,,1.0.0,zen-style,,bamboo,,No,Dining,No,Does not play music,No lighting,Not for sale,FtrBambooLunch_Remake_1_0,1_0,5978,6AMme4wZdRJtrLuTj,MISCELLANEOUS
bamboo lunch box,Smoke-cured bamboo,Bamboo,,,Yes,Yes,No,1.0,NFS,640,Brown,Colorful,1x1,Crafting,,1.0.0,zen-style,,bamboo,,No,Dining,No,Does not play music,No lighting,Not for sale,FtrBambooLunch_Remake_2_0,2_0,5978,sS2JrzYMRLDbsNAxB,MISCELLANEOUS
bamboo sphere,Green bamboo,Bamboo,,,Yes,Yes,No,1.0,NFS,480,Green,Blue,1x1,Crafting,,1.0.0,zen-style,,bamboo,,No,Toy,No,Does not play music,No lighting,Not for sale,FtrBambooBall_Remake_0_0,0_0,5976,MyMNc3DYkCywyNQfd,MISCELLANEOUS
bamboo sphere,Dried bamboo,Bamboo,,,Yes,Yes,No,1.0,NFS,480,Yellow,Purple,1x1,Crafting,,1.0.0,zen-style,,bamboo,,No,Toy,No,Does not play music,No lighting,Not for sale,FtrBambooBall_Remake_1_0,1_0,5976,ZPTZa8nL2qZzec7Mn,MISCELLANEOUS
bamboo sphere,Smoke-cured bamboo,Bamboo,,,Yes,Yes,No,1.0,NFS,480,Brown,White,1x1,Crafting,,1.0.0,zen-style,,bamboo,,No,Toy,No,Does not play music,No lighting,Not for sale,FtrBambooBall_Remake_2_0,2_0,5976,5uyxDdyRak9EPGhur,MISCELLANEOUS
bamboo-shoot lamp,,,,,Yes,No,No,,NFS,4900,Brown,Beige,1x1,Crafting,,1.0.0,zen-style,,bamboo,,Yes,Lamp,No,Does not play music,Fluorescent,Not for sale,FtrBambooshootLamp,,5977,9j4wh3muQeG6F8Kz2,MISCELLANEOUS
barred knifejaw model,,,,,No,No,No,,NFS,15000,White,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,,,,,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishIshidaiToy,,6959,T9JBnkxBRJenY33Bg,MISCELLANEOUS
